click_id,impression_id,click_ts,updated_at
clk2422,imp2422,2025-01-26 05:46:21,2025-01-26 05:46:23
clk2423,imp2423,2025-01-26 05:59:39,2025-01-26 05:59:41
clk2424,imp2424,2025-01-26 06:19:47,2025-01-26 06:19:49
clk2425,imp2425,2025-01-26 06:31:25,2025-01-26 06:31:27
clk2426,imp2426,2025-01-26 07:15:13,2025-01-26 07:15:15
clk2427,imp2427,2025-01-26 07:11:21,2025-01-26 07:11:23
clk2428,imp2428,2025-01-26 07:49:29,2025-01-26 07:49:31
clk2429,imp2429,2025-01-26 07:56:47,2025-01-26 07:56:49
clk2430,imp2430,2025-01-26 08:32:05,2025-01-26 08:32:07
clk2431,imp2431,2025-01-26 08:08:33,2025-01-26 08:08:35
clk2432,imp2432,2025-01-26 09:32:51,2025-01-26 09:32:53
clk2433,imp2433,2025-01-26 09:44:19,2025-01-26 09:44:21
clk2434,imp2434,2025-01-26 10:09:47,2025-01-26 10:09:49
clk2435,imp2435,2025-01-26 08:54:25,2025-01-26 08:54:27
clk2436,imp2436,2025-01-26 09:40:53,2025-01-26 09:40:55
clk2437,imp2437,2025-01-26 10:41:21,2025-01-26 10:41:23
clk2438,imp2438,2025-01-26 09:39:59,2025-01-26 09:40:01
clk2439,imp2439,2025-01-26 11:01:27,2025-01-26 11:01:29
clk2440,imp2440,2025-01-26 10:07:05,2025-01-26 10:07:07
clk2441,imp2441,2025-01-26 11:49:33,2025-01-26 11:49:35
clk2442,imp2442,2025-01-26 11:02:11,2025-01-26 11:02:13
clk2443,imp2443,2025-01-26 10:52:19,2025-01-26 10:52:21
clk2444,imp2444,2025-01-26 11:04:57,2025-01-26 11:04:59
clk2445,imp2445,2025-01-26 11:25:45,2025-01-26 11:25:47
clk2446,imp2446,2025-01-26 11:33:13,2025-01-26 11:33:15
clk2447,imp2447,2025-01-26 12:29:51,2025-01-26 12:29:53
clk2448,imp2448,2025-01-26 12:02:59,2025-01-26 12:03:01
clk2449,imp2449,2025-01-26 12:18:07,2025-01-26 12:18:09
clk2450,imp2450,2025-01-26 13:14:25,2025-01-26 13:14:27
clk2451,imp2451,2025-01-26 13:36:43,2025-01-26 13:36:45
clk2452,imp2452,2025-01-26 13:03:11,2025-01-26 13:03:13
clk2453,imp2453,2025-01-26 14:14:29,2025-01-26 14:14:31
clk2454,imp2454,2025-01-26 14:15:57,2025-01-26 14:15:59
clk2455,imp2455,2025-01-26 14:31:25,2025-01-26 14:31:27
clk2456,imp2456,2025-01-26 15:00:53,2025-01-26 15:00:55
clk2457,imp2457,2025-01-26 15:44:21,2025-01-26 15:44:23
clk2458,imp2458,2025-01-26 14:35:59,2025-01-26 14:36:01
clk2459,imp2459,2025-01-26 15:40:27,2025-01-26 15:40:29
clk2460,imp2460,2025-01-26 16:58:55,2025-01-26 16:58:57
clk2461,imp2461,2025-01-26 16:04:33,2025-01-26 16:04:35
clk2462,imp2462,2025-01-26 17:44:01,2025-01-26 17:44:03
clk2463,imp2463,2025-01-26 16:56:39,2025-01-26 16:56:41
clk2464,imp2464,2025-01-26 16:09:17,2025-01-26 16:09:19
clk2465,imp2465,2025-01-26 16:20:35,2025-01-26 16:20:37
clk2466,imp2466,2025-01-26 16:54:53,2025-01-26 16:54:55
clk2467,imp2467,2025-01-26 16:52:11,2025-01-26 16:52:13
clk2468,imp2468,2025-01-26 17:09:49,2025-01-26 17:09:51
clk2469,imp2469,2025-01-26 17:58:37,2025-01-26 17:58:39
clk2470,imp2470,2025-01-26 17:57:45,2025-01-26 17:57:47
clk2471,imp2471,2025-01-26 18:38:53,2025-01-26 18:38:55
clk2472,imp2472,2025-01-26 18:48:11,2025-01-26 18:48:13
clk2473,imp2473,2025-01-26 19:25:29,2025-01-26 19:25:31
clk2474,imp2474,2025-01-26 19:02:57,2025-01-26 19:02:59
clk2475,imp2475,2025-01-26 18:54:25,2025-01-26 18:54:27
clk2476,imp2476,2025-01-26 20:41:43,2025-01-26 20:41:45
clk2477,imp2477,2025-01-26 19:19:21,2025-01-26 19:19:23
clk2478,imp2478,2025-01-26 19:52:49,2025-01-26 19:52:51
clk2479,imp2479,2025-01-26 20:40:17,2025-01-26 20:40:19
clk2480,imp2480,2025-01-26 21:41:45,2025-01-26 21:41:47
clk2481,imp2481,2025-01-26 20:40:23,2025-01-26 20:40:25
clk2482,imp2482,2025-01-26 22:02:51,2025-01-26 22:02:53
clk2483,imp2483,2025-01-26 21:08:29,2025-01-26 21:08:31
clk2484,imp2484,2025-01-26 22:51:57,2025-01-26 22:51:59
clk2485,imp2485,2025-01-26 22:04:35,2025-01-26 22:04:37
clk2486,imp2486,2025-01-26 21:35:23,2025-01-26 21:35:25
clk2487,imp2487,2025-01-26 21:51:11,2025-01-26 21:51:13
clk2488,imp2488,2025-01-26 22:29:59,2025-01-26 22:30:01
clk2489,imp2489,2025-01-26 22:51:27,2025-01-26 22:51:29
clk2490,imp2490,2025-01-26 23:11:15,2025-01-26 23:11:17
clk2491,imp2491,2025-01-26 22:47:23,2025-01-26 22:47:25
clk2492,imp2492,2025-01-26 23:05:31,2025-01-26 23:05:33
clk2493,imp2493,2025-01-27 00:05:39,2025-01-27 00:05:41
clk2494,imp2494,2025-01-27 00:29:57,2025-01-27 00:29:59
clk2495,imp2495,2025-01-26 23:57:25,2025-01-26 23:57:27
clk2496,imp2496,2025-01-27 01:10:43,2025-01-27 01:10:45
clk2497,imp2497,2025-01-27 01:13:11,2025-01-27 01:13:13
clk2498,imp2498,2025-01-27 01:29:39,2025-01-27 01:29:41
clk2499,imp2499,2025-01-27 02:00:07,2025-01-27 02:00:09
clk2500,imp2500,2025-01-27 02:43:45,2025-01-27 02:43:47
clk2501,imp2501,2025-01-27 01:35:23,2025-01-27 01:35:25
clk2502,imp2502,2025-01-27 02:40:51,2025-01-27 02:40:53
clk2503,imp2503,2025-01-27 04:00:19,2025-01-27 04:00:21
clk2504,imp2504,2025-01-27 03:05:57,2025-01-27 03:05:59
clk2505,imp2505,2025-01-27 04:46:25,2025-01-27 04:46:27
clk2506,imp2506,2025-01-27 03:59:03,2025-01-27 03:59:05
clk2507,imp2507,2025-01-27 03:11:41,2025-01-27 03:11:43
clk2508,imp2508,2025-01-27 03:22:39,2025-01-27 03:22:41
clk2509,imp2509,2025-01-27 03:19:17,2025-01-27 03:19:19
clk2510,imp2510,2025-01-27 04:04:25,2025-01-27 04:04:27
clk2511,imp2511,2025-01-27 03:48:13,2025-01-27 03:48:15
clk2512,imp2512,2025-01-27 04:42:01,2025-01-27 04:42:03
clk2513,imp2513,2025-01-27 04:44:09,2025-01-27 04:44:11
clk2514,imp2514,2025-01-27 05:28:17,2025-01-27 05:28:19
clk2515,imp2515,2025-01-27 05:39:35,2025-01-27 05:39:37
clk2516,imp2516,2025-01-27 06:18:53,2025-01-27 06:18:55
clk2517,imp2517,2025-01-27 05:57:21,2025-01-27 05:57:23
clk2518,imp2518,2025-01-27 05:49:49,2025-01-27 05:49:51
clk2519,imp2519,2025-01-27 05:56:17,2025-01-27 05:56:19
clk2520,imp2520,2025-01-27 06:16:45,2025-01-27 06:16:47
clk2521,imp2521,2025-01-27 06:51:13,2025-01-27 06:51:15
clk2522,imp2522,2025-01-27 07:39:41,2025-01-27 07:39:43
clk2523,imp2523,2025-01-27 08:42:09,2025-01-27 08:42:11
clk2524,imp2524,2025-01-27 07:40:47,2025-01-27 07:40:49
clk2525,imp2525,2025-01-27 09:04:15,2025-01-27 09:04:17
clk2526,imp2526,2025-01-27 08:09:53,2025-01-27 08:09:55
clk2527,imp2527,2025-01-27 09:54:21,2025-01-27 09:54:23
clk2528,imp2528,2025-01-27 09:06:59,2025-01-27 09:07:01
clk2529,imp2529,2025-01-27 08:22:27,2025-01-27 08:22:29
clk2530,imp2530,2025-01-27 08:39:25,2025-01-27 08:39:27
clk2531,imp2531,2025-01-27 08:59:23,2025-01-27 08:59:25
clk2532,imp2532,2025-01-27 09:27:51,2025-01-27 09:27:53
clk2533,imp2533,2025-01-27 09:52:39,2025-01-27 09:52:41
clk2534,imp2534,2025-01-27 09:31:47,2025-01-27 09:31:49
clk2535,imp2535,2025-01-27 09:52:55,2025-01-27 09:52:57
clk2536,imp2536,2025-01-27 10:56:03,2025-01-27 10:56:05
clk2537,imp2537,2025-01-27 11:22:21,2025-01-27 11:22:23
clk2538,imp2538,2025-01-27 10:50:49,2025-01-27 10:50:51
clk2539,imp2539,2025-01-27 12:06:07,2025-01-27 12:06:09
clk2540,imp2540,2025-01-27 12:09:35,2025-01-27 12:09:37
clk2541,imp2541,2025-01-27 12:27:03,2025-01-27 12:27:05
clk2542,imp2542,2025-01-27 12:58:31,2025-01-27 12:58:33
clk2543,imp2543,2025-01-27 13:43:59,2025-01-27 13:44:01
clk2544,imp2544,2025-01-27 12:35:37,2025-01-27 12:35:39
clk2545,imp2545,2025-01-27 13:42:05,2025-01-27 13:42:07
clk2546,imp2546,2025-01-27 12:40:43,2025-01-27 12:40:45
clk2547,imp2547,2025-01-27 14:08:11,2025-01-27 14:08:13
clk2548,imp2548,2025-01-27 13:13:49,2025-01-27 13:13:51
clk2549,imp2549,2025-01-27 15:02:17,2025-01-27 15:02:19
clk2550,imp2550,2025-01-27 13:35:45,2025-01-27 13:35:47
clk2551,imp2551,2025-01-27 14:01:53,2025-01-27 14:01:55
clk2552,imp2552,2025-01-27 14:17:31,2025-01-27 14:17:33
clk2553,imp2553,2025-01-27 14:37:49,2025-01-27 14:37:51
clk2554,imp2554,2025-01-27 15:14:27,2025-01-27 15:14:29
clk2555,imp2555,2025-01-27 15:25:25,2025-01-27 15:25:27
clk2556,imp2556,2025-01-27 15:30:33,2025-01-27 15:30:35
clk2557,imp2557,2025-01-27 16:17:41,2025-01-27 16:17:43
clk2558,imp2558,2025-01-27 16:30:59,2025-01-27 16:31:01
clk2559,imp2559,2025-01-27 15:49:27,2025-01-27 15:49:29
clk2560,imp2560,2025-01-27 16:51:45,2025-01-27 16:51:47
clk2561,imp2561,2025-01-27 16:45:13,2025-01-27 16:45:15
clk2562,imp2562,2025-01-27 16:52:41,2025-01-27 16:52:43
clk2563,imp2563,2025-01-27 17:14:09,2025-01-27 17:14:11
clk2564,imp2564,2025-01-27 17:49:37,2025-01-27 17:49:39
clk2565,imp2565,2025-01-27 18:39:05,2025-01-27 18:39:07
clk2566,imp2566,2025-01-27 17:30:43,2025-01-27 17:30:45
clk2567,imp2567,2025-01-27 18:41:11,2025-01-27 18:41:13
clk2568,imp2568,2025-01-27 20:05:39,2025-01-27 20:05:41
clk2569,imp2569,2025-01-27 19:11:17,2025-01-27 19:11:19
clk2570,imp2570,2025-01-27 20:56:45,2025-01-27 20:56:47
clk2571,imp2571,2025-01-27 20:09:23,2025-01-27 20:09:25
clk2572,imp2572,2025-01-27 19:13:31,2025-01-27 19:13:33
clk2573,imp2573,2025-01-27 19:29:39,2025-01-27 19:29:41
clk2574,imp2574,2025-01-27 20:06:37,2025-01-27 20:06:39
clk2575,imp2575,2025-01-27 20:04:15,2025-01-27 20:04:17
clk2576,imp2576,2025-01-27 20:34:03,2025-01-27 20:34:05
clk2577,imp2577,2025-01-27 20:16:11,2025-01-27 20:16:13
clk2578,imp2578,2025-01-27 20:40:19,2025-01-27 20:40:21
clk2579,imp2579,2025-01-27 21:46:27,2025-01-27 21:46:29
clk2580,imp2580,2025-01-27 22:14:45,2025-01-27 22:14:47
clk2581,imp2581,2025-01-27 21:44:13,2025-01-27 21:44:15
clk2582,imp2582,2025-01-27 23:01:31,2025-01-27 23:01:33
clk2583,imp2583,2025-01-27 23:05:59,2025-01-27 23:06:01
clk2584,imp2584,2025-01-27 23:24:27,2025-01-27 23:24:29
clk2585,imp2585,2025-01-27 23:56:55,2025-01-27 23:56:57
clk2586,imp2586,2025-01-27 22:41:33,2025-01-27 22:41:35
clk2587,imp2587,2025-01-27 23:35:01,2025-01-27 23:35:03
clk2588,imp2588,2025-01-28 00:42:29,2025-01-28 00:42:31
clk2589,imp2589,2025-01-27 23:41:07,2025-01-27 23:41:09
clk2590,imp2590,2025-01-28 01:09:35,2025-01-28 01:09:37
clk2591,imp2591,2025-01-28 00:15:13,2025-01-28 00:15:15
clk2592,imp2592,2025-01-28 02:04:41,2025-01-28 02:04:43
clk2593,imp2593,2025-01-28 00:31:29,2025-01-28 00:31:31
clk2594,imp2594,2025-01-28 00:43:57,2025-01-28 00:43:59
clk2595,imp2595,2025-01-28 01:18:35,2025-01-28 01:18:37
clk2596,imp2596,2025-01-28 01:12:03,2025-01-28 01:12:05
clk2597,imp2597,2025-01-28 01:54:41,2025-01-28 01:54:43
clk2598,imp2598,2025-01-28 02:09:39,2025-01-28 02:09:41
clk2599,imp2599,2025-01-28 02:17:47,2025-01-28 02:17:49
clk2600,imp2600,2025-01-28 03:07:05,2025-01-28 03:07:07
clk2601,imp2601,2025-01-28 03:22:23,2025-01-28 03:22:25
clk2602,imp2602,2025-01-28 02:41:51,2025-01-28 02:41:53
clk2603,imp2603,2025-01-28 03:46:09,2025-01-28 03:46:11
clk2604,imp2604,2025-01-28 03:40:37,2025-01-28 03:40:39
clk2605,imp2605,2025-01-28 03:49:05,2025-01-28 03:49:07
clk2606,imp2606,2025-01-28 04:11:33,2025-01-28 04:11:35
clk2607,imp2607,2025-01-28 04:48:01,2025-01-28 04:48:03
clk2608,imp2608,2025-01-28 05:38:29,2025-01-28 05:38:31
clk2609,imp2609,2025-01-28 04:30:07,2025-01-28 04:30:09
clk2610,imp2610,2025-01-28 05:41:35,2025-01-28 05:41:37
clk2611,imp2611,2025-01-28 07:07:03,2025-01-28 07:07:05
clk2612,imp2612,2025-01-28 06:12:41,2025-01-28 06:12:43
clk2613,imp2613,2025-01-28 05:18:19,2025-01-28 05:18:21
clk2614,imp2614,2025-01-28 07:11:47,2025-01-28 07:11:49
clk2615,imp2615,2025-01-28 06:08:35,2025-01-28 06:08:37
clk2616,imp2616,2025-01-28 06:21:53,2025-01-28 06:21:55
clk2617,imp2617,2025-01-28 06:37:01,2025-01-28 06:37:03
clk2618,imp2618,2025-01-28 06:40:39,2025-01-28 06:40:41
clk2619,imp2619,2025-01-28 07:15:27,2025-01-28 07:15:29
clk2620,imp2620,2025-01-28 07:00:35,2025-01-28 07:00:37
clk2621,imp2621,2025-01-28 07:27:43,2025-01-28 07:27:45
clk2622,imp2622,2025-01-28 08:36:51,2025-01-28 08:36:53
clk2623,imp2623,2025-01-28 07:46:19,2025-01-28 07:46:21
clk2624,imp2624,2025-01-28 08:37:37,2025-01-28 08:37:39
clk2625,imp2625,2025-01-28 08:22:05,2025-01-28 08:22:07
clk2626,imp2626,2025-01-28 10:02:23,2025-01-28 10:02:25
clk2627,imp2627,2025-01-28 10:21:51,2025-01-28 10:21:53
clk2628,imp2628,2025-01-28 10:55:19,2025-01-28 10:55:21
clk2629,imp2629,2025-01-28 09:39:57,2025-01-28 09:39:59
clk2630,imp2630,2025-01-28 10:34:25,2025-01-28 10:34:27
clk2631,imp2631,2025-01-28 11:42:53,2025-01-28 11:42:55
clk2632,imp2632,2025-01-28 10:41:31,2025-01-28 10:41:33
clk2633,imp2633,2025-01-28 12:10:59,2025-01-28 12:11:01
clk2634,imp2634,2025-01-28 11:16:37,2025-01-28 11:16:39
clk2635,imp2635,2025-01-28 13:07:05,2025-01-28 13:07:07
clk2636,imp2636,2025-01-28 11:10:33,2025-01-28 11:10:35
clk2637,imp2637,2025-01-28 11:27:11,2025-01-28 11:27:13
clk2638,imp2638,2025-01-28 11:44:59,2025-01-28 11:45:01
clk2639,imp2639,2025-01-28 12:28:17,2025-01-28 12:28:19
clk2640,imp2640,2025-01-28 12:34:05,2025-01-28 12:34:07
clk2641,imp2641,2025-01-28 12:53:03,2025-01-28 12:53:05
clk2642,imp2642,2025-01-28 13:04:11,2025-01-28 13:04:13
clk2643,imp2643,2025-01-28 12:46:29,2025-01-28 12:46:31
clk2644,imp2644,2025-01-28 14:14:37,2025-01-28 14:14:39
clk2645,imp2645,2025-01-28 13:35:05,2025-01-28 13:35:07
clk2646,imp2646,2025-01-28 14:41:23,2025-01-28 14:41:25
clk2647,imp2647,2025-01-28 14:36:51,2025-01-28 14:36:53
clk2648,imp2648,2025-01-28 14:46:19,2025-01-28 14:46:21
clk2649,imp2649,2025-01-28 15:09:47,2025-01-28 15:09:49
clk2650,imp2650,2025-01-28 15:46:25,2025-01-28 15:46:27
clk2651,imp2651,2025-01-28 16:37:53,2025-01-28 16:37:55
clk2652,imp2652,2025-01-28 15:29:31,2025-01-28 15:29:33
clk2653,imp2653,2025-01-28 16:41:59,2025-01-28 16:42:01
clk2654,imp2654,2025-01-28 15:40:37,2025-01-28 15:40:39
clk2655,imp2655,2025-01-28 17:14:05,2025-01-28 17:14:07
clk2656,imp2656,2025-01-28 16:19:43,2025-01-28 16:19:45
clk2657,imp2657,2025-01-28 18:14:11,2025-01-28 18:14:13
clk2658,imp2658,2025-01-28 16:41:49,2025-01-28 16:41:51
clk2659,imp2659,2025-01-28 17:16:07,2025-01-28 17:16:09
clk2660,imp2660,2025-01-28 17:07:25,2025-01-28 17:07:27
clk2661,imp2661,2025-01-28 17:17:03,2025-01-28 17:17:05
clk2662,imp2662,2025-01-28 17:56:51,2025-01-28 17:56:53
clk2663,imp2663,2025-01-28 18:45:49,2025-01-28 18:45:51
clk2664,imp2664,2025-01-28 18:15:07,2025-01-28 18:15:09
clk2665,imp2665,2025-01-28 19:27:15,2025-01-28 19:27:17
clk2666,imp2666,2025-01-28 18:37:43,2025-01-28 18:37:45
clk2667,imp2667,2025-01-28 19:31:01,2025-01-28 19:31:03
clk2668,imp2668,2025-01-28 19:16:29,2025-01-28 19:16:31
clk2669,imp2669,2025-01-28 19:15:57,2025-01-28 19:15:59
clk2670,imp2670,2025-01-28 21:19:15,2025-01-28 21:19:17
clk2671,imp2671,2025-01-28 19:56:53,2025-01-28 19:56:55
clk2672,imp2672,2025-01-28 20:38:21,2025-01-28 20:38:23
clk2673,imp2673,2025-01-28 21:33:49,2025-01-28 21:33:51
clk2674,imp2674,2025-01-28 22:43:17,2025-01-28 22:43:19
clk2675,imp2675,2025-01-28 21:41:55,2025-01-28 21:41:57
clk2676,imp2676,2025-01-28 23:12:23,2025-01-28 23:12:25
clk2677,imp2677,2025-01-28 22:18:01,2025-01-28 22:18:03
clk2678,imp2678,2025-01-29 00:09:29,2025-01-29 00:09:31
clk2679,imp2679,2025-01-28 21:53:37,2025-01-28 21:53:39
clk2680,imp2680,2025-01-28 22:12:25,2025-01-28 22:12:27
clk2681,imp2681,2025-01-28 22:48:13,2025-01-28 22:48:15
clk2682,imp2682,2025-01-28 23:02:41,2025-01-28 23:02:43
clk2683,imp2683,2025-01-28 23:13:29,2025-01-28 23:13:31
clk2684,imp2684,2025-01-28 23:36:27,2025-01-28 23:36:29
clk2685,imp2685,2025-01-28 23:50:35,2025-01-28 23:50:37
clk2686,imp2686,2025-01-28 23:34:53,2025-01-28 23:34:55
clk2687,imp2687,2025-01-28 23:47:11,2025-01-28 23:47:13
clk2688,imp2688,2025-01-29 00:27:29,2025-01-29 00:27:31
clk2689,imp2689,2025-01-29 01:35:47,2025-01-29 01:35:49
clk2690,imp2690,2025-01-29 01:32:15,2025-01-29 01:32:17
clk2691,imp2691,2025-01-29 01:42:43,2025-01-29 01:42:45
clk2692,imp2692,2025-01-29 02:07:11,2025-01-29 02:07:13
clk2693,imp2693,2025-01-29 02:45:39,2025-01-29 02:45:41
clk2694,imp2694,2025-01-29 03:38:07,2025-01-29 03:38:09
clk2695,imp2695,2025-01-29 02:29:45,2025-01-29 02:29:47
clk2696,imp2696,2025-01-29 03:43:13,2025-01-29 03:43:15
clk2697,imp2697,2025-01-29 02:41:51,2025-01-29 02:41:53
clk2698,imp2698,2025-01-29 04:16:19,2025-01-29 04:16:21
clk2699,imp2699,2025-01-29 03:21:57,2025-01-29 03:21:59
clk2700,imp2700,2025-01-29 03:18:55,2025-01-29 03:18:57
clk2701,imp2701,2025-01-29 03:17:03,2025-01-29 03:17:05
clk2702,imp2702,2025-01-29 03:38:31,2025-01-29 03:38:33
clk2703,imp2703,2025-01-29 04:18:39,2025-01-29 04:18:41
clk2704,imp2704,2025-01-29 04:41:17,2025-01-29 04:41:19
clk2705,imp2705,2025-01-29 04:38:15,2025-01-29 04:38:17
clk2706,imp2706,2025-01-29 05:31:13,2025-01-29 05:31:15
clk2707,imp2707,2025-01-29 05:02:31,2025-01-29 05:02:33
clk2708,imp2708,2025-01-29 05:01:49,2025-01-29 05:01:51
clk2709,imp2709,2025-01-29 05:29:07,2025-01-29 05:29:09
clk2710,imp2710,2025-01-29 06:24:25,2025-01-29 06:24:27
clk2711,imp2711,2025-01-29 06:10:53,2025-01-29 06:10:55
clk2712,imp2712,2025-01-29 06:11:21,2025-01-29 06:11:23
clk2713,imp2713,2025-01-29 06:25:49,2025-01-29 06:25:51
clk2714,imp2714,2025-01-29 06:54:17,2025-01-29 06:54:19
clk2715,imp2715,2025-01-29 07:36:45,2025-01-29 07:36:47
clk2716,imp2716,2025-01-29 08:33:13,2025-01-29 08:33:15
clk2717,imp2717,2025-01-29 07:24:51,2025-01-29 07:24:53
clk2718,imp2718,2025-01-29 08:42:19,2025-01-29 08:42:21
clk2719,imp2719,2025-01-29 10:13:47,2025-01-29 10:13:49
clk2720,imp2720,2025-01-29 09:19:25,2025-01-29 09:19:27
clk2721,imp2721,2025-01-29 08:25:03,2025-01-29 08:25:05
clk2722,imp2722,2025-01-29 08:40:41,2025-01-29 08:40:43
clk2723,imp2723,2025-01-29 08:59:39,2025-01-29 08:59:41
clk2724,imp2724,2025-01-29 09:15:37,2025-01-29 09:15:39
clk2725,imp2725,2025-01-29 09:37:05,2025-01-29 09:37:07
clk2726,imp2726,2025-01-29 09:52:53,2025-01-29 09:52:55
clk2727,imp2727,2025-01-29 10:19:51,2025-01-29 10:19:53
clk2728,imp2728,2025-01-29 10:36:59,2025-01-29 10:37:01
clk2729,imp2729,2025-01-29 10:23:17,2025-01-29 10:23:19
clk2730,imp2730,2025-01-29 10:37:35,2025-01-29 10:37:37
clk2731,imp2731,2025-01-29 11:19:53,2025-01-29 11:19:55
clk2732,imp2732,2025-01-29 12:30:11,2025-01-29 12:30:13
clk2733,imp2733,2025-01-29 12:27:39,2025-01-29 12:27:41
clk2734,imp2734,2025-01-29 12:39:07,2025-01-29 12:39:09
clk2735,imp2735,2025-01-29 13:04:35,2025-01-29 13:04:37
clk2736,imp2736,2025-01-29 13:44:03,2025-01-29 13:44:05
clk2737,imp2737,2025-01-29 12:28:41,2025-01-29 12:28:43
clk2738,imp2738,2025-01-29 13:29:09,2025-01-29 13:29:11
clk2739,imp2739,2025-01-29 14:43:37,2025-01-29 14:43:39
clk2740,imp2740,2025-01-29 13:42:15,2025-01-29 13:42:17
clk2741,imp2741,2025-01-29 15:17:43,2025-01-29 15:17:45
clk2742,imp2742,2025-01-29 14:23:21,2025-01-29 14:23:23
clk2743,imp2743,2025-01-29 13:49:49,2025-01-29 13:49:51
clk2744,imp2744,2025-01-29 14:22:57,2025-01-29 14:22:59
clk2745,imp2745,2025-01-29 14:36:35,2025-01-29 14:36:37
clk2746,imp2746,2025-01-29 14:50:53,2025-01-29 14:50:55
clk2747,imp2747,2025-01-29 15:19:31,2025-01-29 15:19:33
clk2748,imp2748,2025-01-29 15:20:29,2025-01-29 15:20:31
clk2749,imp2749,2025-01-29 16:17:27,2025-01-29 16:17:29
clk2750,imp2750,2025-01-29 15:49:55,2025-01-29 15:49:57
clk2751,imp2751,2025-01-29 15:51:13,2025-01-29 15:51:15
clk2752,imp2752,2025-01-29 16:20:31,2025-01-29 16:20:33
clk2753,imp2753,2025-01-29 17:17:49,2025-01-29 17:17:51
clk2754,imp2754,2025-01-29 17:05:17,2025-01-29 17:05:19
clk2755,imp2755,2025-01-29 17:06:45,2025-01-29 17:06:47
clk2756,imp2756,2025-01-29 17:22:13,2025-01-29 17:22:15
clk2757,imp2757,2025-01-29 17:51:41,2025-01-29 17:51:43
clk2758,imp2758,2025-01-29 18:35:09,2025-01-29 18:35:11
clk2759,imp2759,2025-01-29 19:32:37,2025-01-29 19:32:39
clk2760,imp2760,2025-01-29 18:24:15,2025-01-29 18:24:17
clk2761,imp2761,2025-01-29 19:42:43,2025-01-29 19:42:45
clk2762,imp2762,2025-01-29 18:41:21,2025-01-29 18:41:23
clk2763,imp2763,2025-01-29 20:20:49,2025-01-29 20:20:51
clk2764,imp2764,2025-01-29 19:26:27,2025-01-29 19:26:29
clk2765,imp2765,2025-01-29 19:31:45,2025-01-29 19:31:47
clk2766,imp2766,2025-01-29 19:48:53,2025-01-29 19:48:55
clk2767,imp2767,2025-01-29 20:21:51,2025-01-29 20:21:53
clk2768,imp2768,2025-01-29 20:11:29,2025-01-29 20:11:31
clk2769,imp2769,2025-01-29 20:32:17,2025-01-29 20:32:19
clk2770,imp2770,2025-01-29 21:03:15,2025-01-29 21:03:17
clk2771,imp2771,2025-01-29 21:23:23,2025-01-29 21:23:25
clk2772,imp2772,2025-01-29 21:11:41,2025-01-29 21:11:43
clk2773,imp2773,2025-01-29 21:27:59,2025-01-29 21:28:01
clk2774,imp2774,2025-01-29 22:12:17,2025-01-29 22:12:19
clk2775,imp2775,2025-01-29 21:49:45,2025-01-29 21:49:47
clk2776,imp2776,2025-01-29 23:23:03,2025-01-29 23:23:05
clk2777,imp2777,2025-01-29 23:35:31,2025-01-29 23:35:33
clk2778,imp2778,2025-01-30 00:01:59,2025-01-30 00:02:01
clk2779,imp2779,2025-01-30 00:42:27,2025-01-30 00:42:29
clk2780,imp2780,2025-01-29 23:27:05,2025-01-29 23:27:07
clk2781,imp2781,2025-01-30 00:28:33,2025-01-30 00:28:35
clk2782,imp2782,2025-01-30 01:44:01,2025-01-30 01:44:03
clk2783,imp2783,2025-01-30 00:42:39,2025-01-30 00:42:41
clk2784,imp2784,2025-01-30 02:19:07,2025-01-30 02:19:09
clk2785,imp2785,2025-01-30 01:24:45,2025-01-30 01:24:47
clk2786,imp2786,2025-01-30 00:45:43,2025-01-30 00:45:45
clk2787,imp2787,2025-01-30 01:03:11,2025-01-30 01:03:13
clk2788,imp2788,2025-01-30 01:35:49,2025-01-30 01:35:51
clk2789,imp2789,2025-01-30 01:22:17,2025-01-30 01:22:19
clk2790,imp2790,2025-01-30 01:56:55,2025-01-30 01:56:57
clk2791,imp2791,2025-01-30 02:01:53,2025-01-30 02:01:55
clk2792,imp2792,2025-01-30 03:02:51,2025-01-30 03:02:53
clk2793,imp2793,2025-01-30 02:38:09,2025-01-30 02:38:11
clk2794,imp2794,2025-01-30 02:41:27,2025-01-30 02:41:29
clk2795,imp2795,2025-01-30 03:12:45,2025-01-30 03:12:47
clk2796,imp2796,2025-01-30 04:12:03,2025-01-30 04:12:05
clk2797,imp2797,2025-01-30 04:00:31,2025-01-30 04:00:33
clk2798,imp2798,2025-01-30 04:02:59,2025-01-30 04:03:01
clk2799,imp2799,2025-01-30 04:19:27,2025-01-30 04:19:29
clk2800,imp2800,2025-01-30 04:49:05,2025-01-30 04:49:07
clk2801,imp2801,2025-01-30 05:33:33,2025-01-30 05:33:35
clk2802,imp2802,2025-01-30 06:32:01,2025-01-30 06:32:03
clk2803,imp2803,2025-01-30 05:23:39,2025-01-30 05:23:41
clk2804,imp2804,2025-01-30 06:43:07,2025-01-30 06:43:09
clk2805,imp2805,2025-01-30 05:41:45,2025-01-30 05:41:47
clk2806,imp2806,2025-01-30 07:22:13,2025-01-30 07:22:15
clk2807,imp2807,2025-01-30 06:27:51,2025-01-30 06:27:53
clk2808,imp2808,2025-01-30 06:00:59,2025-01-30 06:01:01
clk2809,imp2809,2025-01-30 06:40:07,2025-01-30 06:40:09
