payment_id,subscription_id,payment_ts,amount_usd,currency,payment_status,updated_at
pay624,s6,2024-11-08 00:05:00,0.00,USD,failed,2024-11-08 00:05:03
pay625,s7,2024-11-08 12:05:00,7.99,USD,succeeded,2024-11-08 12:05:03
pay626,s8,2024-11-09 00:05:00,9.99,USD,succeeded,2024-11-09 00:05:03
pay627,s9,2024-11-09 12:05:00,11.99,USD,succeeded,2024-11-09 12:05:03
pay628,s1,2024-11-10 00:05:00,13.99,USD,succeeded,2024-11-10 00:05:03
pay629,s10,2024-11-10 12:05:00,-9.99,USD,refund,2024-11-10 12:05:03
pay630,s11,2024-11-11 00:05:00,7.99,USD,succeeded,2024-11-11 00:05:03
pay631,s2,2024-11-11 12:05:00,9.99,USD,succeeded,2024-11-11 12:05:03
pay632,s3,2024-11-12 00:05:00,11.99,USD,succeeded,2024-11-12 00:05:03
pay633,s4,2024-11-12 12:05:00,13.99,USD,succeeded,2024-11-12 12:05:03
pay634,s5,2024-11-13 00:05:00,-11.99,USD,refund,2024-11-13 00:05:03
pay635,s6,2024-11-13 12:05:00,7.99,USD,succeeded,2024-11-13 12:05:03
pay636,s7,2024-11-14 00:05:00,0.00,USD,failed,2024-11-14 00:05:03
pay637,s8,2024-11-14 12:05:00,11.99,USD,succeeded,2024-11-14 12:05:03
pay638,s9,2024-11-15 00:05:00,13.99,USD,succeeded,2024-11-15 00:05:03
pay639,s1,2024-11-15 12:05:00,15.99,USD,succeeded,2024-11-15 12:05:03
pay640,s10,2024-11-16 00:05:00,7.99,USD,succeeded,2024-11-16 00:05:03
pay641,s11,2024-11-16 12:05:00,-9.99,USD,refund,2024-11-16 12:05:03
pay642,s2,2024-11-17 00:05:00,11.99,USD,succeeded,2024-11-17 00:05:03
pay643,s3,2024-11-17 12:05:00,13.99,USD,succeeded,2024-11-17 12:05:03
pay644,s4,2024-11-18 00:05:00,15.99,USD,succeeded,2024-11-18 00:05:03
pay645,s5,2024-11-18 12:05:00,7.99,USD,succeeded,2024-11-18 12:05:03
pay646,s6,2024-11-19 00:05:00,-11.99,USD,refund,2024-11-19 00:05:03
pay647,s7,2024-11-19 12:05:00,11.99,USD,succeeded,2024-11-19 12:05:03
pay648,s8,2024-11-20 00:05:00,0.00,USD,failed,2024-11-20 00:05:03
pay649,s9,2024-11-20 12:05:00,15.99,USD,succeeded,2024-11-20 12:05:03
pay650,s1,2024-11-21 00:05:00,7.99,USD,succeeded,2024-11-21 00:05:03
pay651,s10,2024-11-21 12:05:00,9.99,USD,succeeded,2024-11-21 12:05:03
pay652,s11,2024-11-22 00:05:00,11.99,USD,succeeded,2024-11-22 00:05:03
pay653,s2,2024-11-22 12:05:00,-9.99,USD,refund,2024-11-22 12:05:03
pay654,s3,2024-11-23 00:05:00,15.99,USD,succeeded,2024-11-23 00:05:03
pay655,s4,2024-11-23 12:05:00,7.99,USD,succeeded,2024-11-23 12:05:03
pay656,s5,2024-11-24 00:05:00,9.99,USD,succeeded,2024-11-24 00:05:03
pay657,s6,2024-11-24 12:05:00,11.99,USD,succeeded,2024-11-24 12:05:03
pay658,s7,2024-11-25 00:05:00,-11.99,USD,refund,2024-11-25 00:05:03
pay659,s8,2024-11-25 12:05:00,15.99,USD,succeeded,2024-11-25 12:05:03
pay660,s9,2024-11-26 00:05:00,0.00,USD,failed,2024-11-26 00:05:03
pay661,s1,2024-11-26 12:05:00,9.99,USD,succeeded,2024-11-26 12:05:03
pay662,s10,2024-11-27 00:05:00,11.99,USD,succeeded,2024-11-27 00:05:03
pay663,s11,2024-11-27 12:05:00,13.99,USD,succeeded,2024-11-27 12:05:03
pay664,s2,2024-11-28 00:05:00,15.99,USD,succeeded,2024-11-28 00:05:03
pay665,s3,2024-11-28 12:05:00,-9.99,USD,refund,2024-11-28 12:05:03
pay666,s4,2024-11-29 00:05:00,9.99,USD,succeeded,2024-11-29 00:05:03
pay667,s5,2024-11-29 12:05:00,11.99,USD,succeeded,2024-11-29 12:05:03
pay668,s6,2024-11-30 00:05:00,13.99,USD,succeeded,2024-11-30 00:05:03
pay669,s7,2024-11-30 12:05:00,15.99,USD,succeeded,2024-11-30 12:05:03
pay670,s8,2024-12-01 00:05:00,-11.99,USD,refund,2024-12-01 00:05:03
pay671,s9,2024-12-01 12:05:00,9.99,USD,succeeded,2024-12-01 12:05:03
pay672,s1,2024-12-02 00:05:00,0.00,USD,failed,2024-12-02 00:05:03
pay673,s10,2024-12-02 12:05:00,13.99,USD,succeeded,2024-12-02 12:05:03
pay674,s11,2024-12-03 00:05:00,15.99,USD,succeeded,2024-12-03 00:05:03
pay675,s2,2024-12-03 12:05:00,7.99,USD,succeeded,2024-12-03 12:05:03
pay676,s3,2024-12-04 00:05:00,9.99,USD,succeeded,2024-12-04 00:05:03
pay677,s4,2024-12-04 12:05:00,-9.99,USD,refund,2024-12-04 12:05:03
pay678,s5,2024-12-05 00:05:00,13.99,USD,succeeded,2024-12-05 00:05:03
pay679,s6,2024-12-05 12:05:00,15.99,USD,succeeded,2024-12-05 12:05:03
pay680,s7,2024-12-06 00:05:00,7.99,USD,succeeded,2024-12-06 00:05:03
pay681,s8,2024-12-06 12:05:00,9.99,USD,succeeded,2024-12-06 12:05:03
pay682,s9,2024-12-07 00:05:00,-11.99,USD,refund,2024-12-07 00:05:03
pay683,s1,2024-12-07 12:05:00,13.99,USD,succeeded,2024-12-07 12:05:03
pay684,s10,2024-12-08 00:05:00,0.00,USD,failed,2024-12-08 00:05:03
pay685,s11,2024-12-08 12:05:00,7.99,USD,succeeded,2024-12-08 12:05:03
pay686,s2,2024-12-09 00:05:00,9.99,USD,succeeded,2024-12-09 00:05:03
pay687,s3,2024-12-09 12:05:00,11.99,USD,succeeded,2024-12-09 12:05:03
pay688,s4,2024-12-10 00:05:00,13.99,USD,succeeded,2024-12-10 00:05:03
pay689,s5,2024-12-10 12:05:00,-9.99,USD,refund,2024-12-10 12:05:03
pay690,s6,2024-12-11 00:05:00,7.99,USD,succeeded,2024-12-11 00:05:03
pay691,s7,2024-12-11 12:05:00,9.99,USD,succeeded,2024-12-11 12:05:03
pay692,s8,2024-12-12 00:05:00,11.99,USD,succeeded,2024-12-12 00:05:03
pay693,s9,2024-12-12 12:05:00,13.99,USD,succeeded,2024-12-12 12:05:03
pay694,s1,2024-12-13 00:05:00,-11.99,USD,refund,2024-12-13 00:05:03
pay695,s10,2024-12-13 12:05:00,7.99,USD,succeeded,2024-12-13 12:05:03
pay696,s11,2024-12-14 00:05:00,0.00,USD,failed,2024-12-14 00:05:03
pay697,s2,2024-12-14 12:05:00,11.99,USD,succeeded,2024-12-14 12:05:03
pay698,s3,2024-12-15 00:05:00,13.99,USD,succeeded,2024-12-15 00:05:03
pay699,s4,2024-12-15 12:05:00,15.99,USD,succeeded,2024-12-15 12:05:03
pay700,s5,2024-12-16 00:05:00,7.99,USD,succeeded,2024-12-16 00:05:03
pay701,s6,2024-12-16 12:05:00,-9.99,USD,refund,2024-12-16 12:05:03
pay702,s7,2024-12-17 00:05:00,11.99,USD,succeeded,2024-12-17 00:05:03
pay703,s8,2024-12-17 12:05:00,13.99,USD,succeeded,2024-12-17 12:05:03
pay704,s9,2024-12-18 00:05:00,15.99,USD,succeeded,2024-12-18 00:05:03
pay705,s1,2024-12-18 12:05:00,7.99,USD,succeeded,2024-12-18 12:05:03
pay706,s10,2024-12-19 00:05:00,-11.99,USD,refund,2024-12-19 00:05:03
pay707,s11,2024-12-19 12:05:00,11.99,USD,succeeded,2024-12-19 12:05:03
pay708,s2,2024-12-20 00:05:00,0.00,USD,failed,2024-12-20 00:05:03
pay709,s3,2024-12-20 12:05:00,15.99,USD,succeeded,2024-12-20 12:05:03
pay710,s4,2024-12-21 00:05:00,7.99,USD,succeeded,2024-12-21 00:05:03
pay711,s5,2024-12-21 12:05:00,9.99,USD,succeeded,2024-12-21 12:05:03
pay712,s6,2024-12-22 00:05:00,11.99,USD,succeeded,2024-12-22 00:05:03
pay713,s7,2024-12-22 12:05:00,-9.99,USD,refund,2024-12-22 12:05:03
pay714,s8,2024-12-23 00:05:00,15.99,USD,succeeded,2024-12-23 00:05:03
pay715,s9,2024-12-23 12:05:00,7.99,USD,succeeded,2024-12-23 12:05:03
pay716,s1,2024-12-24 00:05:00,9.99,USD,succeeded,2024-12-24 00:05:03
pay717,s10,2024-12-24 12:05:00,11.99,USD,succeeded,2024-12-24 12:05:03
pay718,s11,2024-12-25 00:05:00,-11.99,USD,refund,2024-12-25 00:05:03
pay719,s2,2024-12-25 12:05:00,15.99,USD,succeeded,2024-12-25 12:05:03
pay720,s3,2024-12-26 00:05:00,0.00,USD,failed,2024-12-26 00:05:03
pay721,s4,2024-12-26 12:05:00,9.99,USD,succeeded,2024-12-26 12:05:03
pay722,s5,2024-12-27 00:05:00,11.99,USD,succeeded,2024-12-27 00:05:03
pay723,s6,2024-12-27 12:05:00,13.99,USD,succeeded,2024-12-27 12:05:03
pay724,s7,2024-12-28 00:05:00,15.99,USD,succeeded,2024-12-28 00:05:03
pay725,s8,2024-12-28 12:05:00,-9.99,USD,refund,2024-12-28 12:05:03
pay726,s9,2024-12-29 00:05:00,9.99,USD,succeeded,2024-12-29 00:05:03
pay727,s1,2024-12-29 12:05:00,11.99,USD,succeeded,2024-12-29 12:05:03
pay728,s10,2024-12-30 00:05:00,13.99,USD,succeeded,2024-12-30 00:05:03
pay729,s11,2024-12-30 12:05:00,15.99,USD,succeeded,2024-12-30 12:05:03
pay730,s2,2024-12-31 00:05:00,-11.99,USD,refund,2024-12-31 00:05:03
pay731,s3,2024-12-31 12:05:00,9.99,USD,succeeded,2024-12-31 12:05:03
pay732,s4,2025-01-01 00:05:00,0.00,USD,failed,2025-01-01 00:05:03
pay733,s5,2025-01-01 12:05:00,13.99,USD,succeeded,2025-01-01 12:05:03
pay734,s6,2025-01-02 00:05:00,15.99,USD,succeeded,2025-01-02 00:05:03
pay735,s7,2025-01-02 12:05:00,7.99,USD,succeeded,2025-01-02 12:05:03
pay736,s8,2025-01-03 00:05:00,9.99,USD,succeeded,2025-01-03 00:05:03
pay737,s9,2025-01-03 12:05:00,-9.99,USD,refund,2025-01-03 12:05:03
pay738,s1,2025-01-04 00:05:00,13.99,USD,succeeded,2025-01-04 00:05:03
pay739,s10,2025-01-04 12:05:00,15.99,USD,succeeded,2025-01-04 12:05:03
pay740,s11,2025-01-05 00:05:00,7.99,USD,succeeded,2025-01-05 00:05:03
pay741,s2,2025-01-05 12:05:00,9.99,USD,succeeded,2025-01-05 12:05:03
pay742,s3,2025-01-06 00:05:00,-11.99,USD,refund,2025-01-06 00:05:03
pay743,s4,2025-01-06 12:05:00,13.99,USD,succeeded,2025-01-06 12:05:03
pay744,s5,2025-01-07 00:05:00,0.00,USD,failed,2025-01-07 00:05:03
pay745,s6,2025-01-07 12:05:00,7.99,USD,succeeded,2025-01-07 12:05:03
pay746,s7,2025-01-08 00:05:00,9.99,USD,succeeded,2025-01-08 00:05:03
pay747,s8,2025-01-08 12:05:00,11.99,USD,succeeded,2025-01-08 12:05:03
pay748,s9,2025-01-09 00:05:00,13.99,USD,succeeded,2025-01-09 00:05:03
pay749,s1,2025-01-09 12:05:00,-9.99,USD,refund,2025-01-09 12:05:03
pay750,s10,2025-01-10 00:05:00,7.99,USD,succeeded,2025-01-10 00:05:03
pay751,s11,2025-01-10 12:05:00,9.99,USD,succeeded,2025-01-10 12:05:03
pay752,s2,2025-01-11 00:05:00,11.99,USD,succeeded,2025-01-11 00:05:03
pay753,s3,2025-01-11 12:05:00,13.99,USD,succeeded,2025-01-11 12:05:03
pay754,s4,2025-01-12 00:05:00,-11.99,USD,refund,2025-01-12 00:05:03
pay755,s5,2025-01-12 12:05:00,7.99,USD,succeeded,2025-01-12 12:05:03
pay756,s6,2025-01-13 00:05:00,0.00,USD,failed,2025-01-13 00:05:03
pay757,s7,2025-01-13 12:05:00,11.99,USD,succeeded,2025-01-13 12:05:03
pay758,s8,2025-01-14 00:05:00,13.99,USD,succeeded,2025-01-14 00:05:03
pay759,s9,2025-01-14 12:05:00,15.99,USD,succeeded,2025-01-14 12:05:03
pay760,s1,2025-01-15 00:05:00,7.99,USD,succeeded,2025-01-15 00:05:03
pay761,s10,2025-01-15 12:05:00,-9.99,USD,refund,2025-01-15 12:05:03
pay762,s11,2025-01-16 00:05:00,11.99,USD,succeeded,2025-01-16 00:05:03
pay763,s2,2025-01-16 12:05:00,13.99,USD,succeeded,2025-01-16 12:05:03
pay764,s3,2025-01-17 00:05:00,15.99,USD,succeeded,2025-01-17 00:05:03
pay765,s4,2025-01-17 12:05:00,7.99,USD,succeeded,2025-01-17 12:05:03
pay766,s5,2025-01-18 00:05:00,-11.99,USD,refund,2025-01-18 00:05:03
pay767,s6,2025-01-18 12:05:00,11.99,USD,succeeded,2025-01-18 12:05:03
pay768,s7,2025-01-19 00:05:00,0.00,USD,failed,2025-01-19 00:05:03
pay769,s8,2025-01-19 12:05:00,15.99,USD,succeeded,2025-01-19 12:05:03
pay770,s9,2025-01-20 00:05:00,7.99,USD,succeeded,2025-01-20 00:05:03
pay771,s1,2025-01-20 12:05:00,9.99,USD,succeeded,2025-01-20 12:05:03
pay772,s10,2025-01-21 00:05:00,11.99,USD,succeeded,2025-01-21 00:05:03
pay773,s11,2025-01-21 12:05:00,-9.99,USD,refund,2025-01-21 12:05:03
pay774,s2,2025-01-22 00:05:00,15.99,USD,succeeded,2025-01-22 00:05:03
pay775,s3,2025-01-22 12:05:00,7.99,USD,succeeded,2025-01-22 12:05:03
pay776,s4,2025-01-23 00:05:00,9.99,USD,succeeded,2025-01-23 00:05:03
pay777,s5,2025-01-23 12:05:00,11.99,USD,succeeded,2025-01-23 12:05:03
pay778,s6,2025-01-24 00:05:00,-11.99,USD,refund,2025-01-24 00:05:03
pay779,s7,2025-01-24 12:05:00,15.99,USD,succeeded,2025-01-24 12:05:03
pay780,s8,2025-01-25 00:05:00,0.00,USD,failed,2025-01-25 00:05:03
pay781,s9,2025-01-25 12:05:00,9.99,USD,succeeded,2025-01-25 12:05:03
pay782,s1,2025-01-26 00:05:00,11.99,USD,succeeded,2025-01-26 00:05:03
pay783,s10,2025-01-26 12:05:00,13.99,USD,succeeded,2025-01-26 12:05:03
pay784,s11,2025-01-27 00:05:00,15.99,USD,succeeded,2025-01-27 00:05:03
pay785,s2,2025-01-27 12:05:00,-9.99,USD,refund,2025-01-27 12:05:03
pay786,s3,2025-01-28 00:05:00,9.99,USD,succeeded,2025-01-28 00:05:03
pay787,s4,2025-01-28 12:05:00,11.99,USD,succeeded,2025-01-28 12:05:03
pay788,s5,2025-01-29 00:05:00,13.99,USD,succeeded,2025-01-29 00:05:03
pay789,s6,2025-01-29 12:05:00,15.99,USD,succeeded,2025-01-29 12:05:03
pay790,s7,2025-01-30 00:05:00,-11.99,USD,refund,2025-01-30 00:05:03
pay791,s8,2025-01-30 12:05:00,9.99,USD,succeeded,2025-01-30 12:05:03
pay792,s9,2025-01-31 00:05:00,0.00,USD,failed,2025-01-31 00:05:03
pay793,s1,2025-01-31 12:05:00,13.99,USD,succeeded,2025-01-31 12:05:03
pay794,s10,2025-02-01 00:05:00,15.99,USD,succeeded,2025-02-01 00:05:03
pay795,s11,2025-02-01 12:05:00,7.99,USD,succeeded,2025-02-01 12:05:03
pay796,s2,2025-02-02 00:05:00,9.99,USD,succeeded,2025-02-02 00:05:03
pay797,s3,2025-02-02 12:05:00,-9.99,USD,refund,2025-02-02 12:05:03
pay798,s4,2025-02-03 00:05:00,13.99,USD,succeeded,2025-02-03 00:05:03
pay799,s5,2025-02-03 12:05:00,15.99,USD,succeeded,2025-02-03 12:05:03
pay800,s6,2025-02-04 00:05:00,7.99,USD,succeeded,2025-02-04 00:05:03
pay801,s7,2025-02-04 12:05:00,9.99,USD,succeeded,2025-02-04 12:05:03
pay802,s8,2025-02-05 00:05:00,-11.99,USD,refund,2025-02-05 00:05:03
pay803,s9,2025-02-05 12:05:00,13.99,USD,succeeded,2025-02-05 12:05:03
pay804,s1,2025-02-06 00:05:00,0.00,USD,failed,2025-02-06 00:05:03
pay805,s10,2025-02-06 12:05:00,7.99,USD,succeeded,2025-02-06 12:05:03
pay806,s11,2025-02-07 00:05:00,9.99,USD,succeeded,2025-02-07 00:05:03
pay807,s2,2025-02-07 12:05:00,11.99,USD,succeeded,2025-02-07 12:05:03
pay808,s3,2025-02-08 00:05:00,13.99,USD,succeeded,2025-02-08 00:05:03
pay809,s4,2025-02-08 12:05:00,-9.99,USD,refund,2025-02-08 12:05:03
pay810,s5,2025-02-09 00:05:00,7.99,USD,succeeded,2025-02-09 00:05:03
pay811,s6,2025-02-09 12:05:00,9.99,USD,succeeded,2025-02-09 12:05:03
pay812,s7,2025-02-10 00:05:00,11.99,USD,succeeded,2025-02-10 00:05:03
pay813,s8,2025-02-10 12:05:00,13.99,USD,succeeded,2025-02-10 12:05:03
pay814,s9,2025-02-11 00:05:00,-11.99,USD,refund,2025-02-11 00:05:03
pay815,s1,2025-02-11 12:05:00,7.99,USD,succeeded,2025-02-11 12:05:03
pay816,s10,2025-02-12 00:05:00,0.00,USD,failed,2025-02-12 00:05:03
pay817,s11,2025-02-12 12:05:00,11.99,USD,succeeded,2025-02-12 12:05:03
pay818,s2,2025-02-13 00:05:00,13.99,USD,succeeded,2025-02-13 00:05:03
pay819,s3,2025-02-13 12:05:00,15.99,USD,succeeded,2025-02-13 12:05:03
pay820,s4,2025-02-14 00:05:00,7.99,USD,succeeded,2025-02-14 00:05:03
pay821,s5,2025-02-14 12:05:00,-9.99,USD,refund,2025-02-14 12:05:03
pay822,s6,2025-02-15 00:05:00,11.99,USD,succeeded,2025-02-15 00:05:03
pay823,s7,2025-02-15 12:05:00,13.99,USD,succeeded,2025-02-15 12:05:03
pay824,s8,2025-02-16 00:05:00,15.99,USD,succeeded,2025-02-16 00:05:03
pay825,s9,2025-02-16 12:05:00,7.99,USD,succeeded,2025-02-16 12:05:03
pay826,s1,2025-02-17 00:05:00,-11.99,USD,refund,2025-02-17 00:05:03
pay827,s10,2025-02-17 12:05:00,11.99,USD,succeeded,2025-02-17 12:05:03
pay828,s11,2025-02-18 00:05:00,0.00,USD,failed,2025-02-18 00:05:03
pay829,s2,2025-02-18 12:05:00,15.99,USD,succeeded,2025-02-18 12:05:03
pay830,s3,2025-02-19 00:05:00,7.99,USD,succeeded,2025-02-19 00:05:03
pay831,s4,2025-02-19 12:05:00,9.99,USD,succeeded,2025-02-19 12:05:03
pay832,s5,2025-02-20 00:05:00,11.99,USD,succeeded,2025-02-20 00:05:03
pay833,s6,2025-02-20 12:05:00,-9.99,USD,refund,2025-02-20 12:05:03
pay834,s7,2025-02-21 00:05:00,15.99,USD,succeeded,2025-02-21 00:05:03
pay835,s8,2025-02-21 12:05:00,7.99,USD,succeeded,2025-02-21 12:05:03
pay836,s9,2025-02-22 00:05:00,9.99,USD,succeeded,2025-02-22 00:05:03
pay837,s1,2025-02-22 12:05:00,11.99,USD,succeeded,2025-02-22 12:05:03
pay838,s10,2025-02-23 00:05:00,-11.99,USD,refund,2025-02-23 00:05:03
pay839,s11,2025-02-23 12:05:00,15.99,USD,succeeded,2025-02-23 12:05:03
pay840,s2,2025-02-24 00:05:00,0.00,USD,failed,2025-02-24 00:05:03
pay841,s3,2025-02-24 12:05:00,9.99,USD,succeeded,2025-02-24 12:05:03
pay842,s4,2025-02-25 00:05:00,11.99,USD,succeeded,2025-02-25 00:05:03
pay843,s5,2025-02-25 12:05:00,13.99,USD,succeeded,2025-02-25 12:05:03
pay844,s6,2025-02-26 00:05:00,15.99,USD,succeeded,2025-02-26 00:05:03
pay845,s7,2025-02-26 12:05:00,-9.99,USD,refund,2025-02-26 12:05:03
pay846,s8,2025-02-27 00:05:00,9.99,USD,succeeded,2025-02-27 00:05:03
pay847,s9,2025-02-27 12:05:00,11.99,USD,succeeded,2025-02-27 12:05:03
pay848,s1,2025-02-28 00:05:00,13.99,USD,succeeded,2025-02-28 00:05:03
pay849,s10,2025-02-28 12:05:00,15.99,USD,succeeded,2025-02-28 12:05:03
pay850,s11,2025-03-01 00:05:00,-11.99,USD,refund,2025-03-01 00:05:03
pay851,s2,2025-03-01 12:05:00,9.99,USD,succeeded,2025-03-01 12:05:03
pay852,s3,2025-03-02 00:05:00,0.00,USD,failed,2025-03-02 00:05:03
pay853,s4,2025-03-02 12:05:00,13.99,USD,succeeded,2025-03-02 12:05:03
pay854,s5,2025-03-03 00:05:00,15.99,USD,succeeded,2025-03-03 00:05:03
pay855,s6,2025-03-03 12:05:00,7.99,USD,succeeded,2025-03-03 12:05:03
pay856,s7,2025-03-04 00:05:00,9.99,USD,succeeded,2025-03-04 00:05:03
pay857,s8,2025-03-04 12:05:00,-9.99,USD,refund,2025-03-04 12:05:03
pay858,s9,2025-03-05 00:05:00,13.99,USD,succeeded,2025-03-05 00:05:03
pay859,s1,2025-03-05 12:05:00,15.99,USD,succeeded,2025-03-05 12:05:03
pay860,s10,2025-03-06 00:05:00,7.99,USD,succeeded,2025-03-06 00:05:03
pay861,s11,2025-03-06 12:05:00,9.99,USD,succeeded,2025-03-06 12:05:03
pay862,s2,2025-03-07 00:05:00,-11.99,USD,refund,2025-03-07 00:05:03
pay863,s3,2025-03-07 12:05:00,13.99,USD,succeeded,2025-03-07 12:05:03
pay864,s4,2025-03-08 00:05:00,0.00,USD,failed,2025-03-08 00:05:03
pay865,s5,2025-03-08 12:05:00,7.99,USD,succeeded,2025-03-08 12:05:03
pay866,s6,2025-03-09 00:05:00,9.99,USD,succeeded,2025-03-09 00:05:03
pay867,s7,2025-03-09 12:05:00,11.99,USD,succeeded,2025-03-09 12:05:03
pay868,s8,2025-03-10 00:05:00,13.99,USD,succeeded,2025-03-10 00:05:03
pay869,s9,2025-03-10 12:05:00,-9.99,USD,refund,2025-03-10 12:05:03
pay870,s1,2025-03-11 00:05:00,7.99,USD,succeeded,2025-03-11 00:05:03
pay871,s10,2025-03-11 12:05:00,9.99,USD,succeeded,2025-03-11 12:05:03
pay872,s11,2025-03-12 00:05:00,11.99,USD,succeeded,2025-03-12 00:05:03
pay873,s2,2025-03-12 12:05:00,13.99,USD,succeeded,2025-03-12 12:05:03
pay874,s3,2025-03-13 00:05:00,-11.99,USD,refund,2025-03-13 00:05:03
pay875,s4,2025-03-13 12:05:00,7.99,USD,succeeded,2025-03-13 12:05:03
pay876,s5,2025-03-14 00:05:00,0.00,USD,failed,2025-03-14 00:05:03
pay877,s6,2025-03-14 12:05:00,11.99,USD,succeeded,2025-03-14 12:05:03
pay878,s7,2025-03-15 00:05:00,13.99,USD,succeeded,2025-03-15 00:05:03
pay879,s8,2025-03-15 12:05:00,15.99,USD,succeeded,2025-03-15 12:05:03
pay880,s9,2025-03-16 00:05:00,7.99,USD,succeeded,2025-03-16 00:05:03
pay881,s1,2025-03-16 12:05:00,-9.99,USD,refund,2025-03-16 12:05:03
pay882,s10,2025-03-17 00:05:00,11.99,USD,succeeded,2025-03-17 00:05:03
pay883,s11,2025-03-17 12:05:00,13.99,USD,succeeded,2025-03-17 12:05:03
pay884,s2,2025-03-18 00:05:00,15.99,USD,succeeded,2025-03-18 00:05:03
pay885,s3,2025-03-18 12:05:00,7.99,USD,succeeded,2025-03-18 12:05:03
pay886,s4,2025-03-19 00:05:00,-11.99,USD,refund,2025-03-19 00:05:03
pay887,s5,2025-03-19 12:05:00,11.99,USD,succeeded,2025-03-19 12:05:03
pay888,s6,2025-03-20 00:05:00,0.00,USD,failed,2025-03-20 00:05:03
pay889,s7,2025-03-20 12:05:00,15.99,USD,succeeded,2025-03-20 12:05:03
pay890,s8,2025-03-21 00:05:00,7.99,USD,succeeded,2025-03-21 00:05:03
pay891,s9,2025-03-21 12:05:00,9.99,USD,succeeded,2025-03-21 12:05:03
pay892,s1,2025-03-22 00:05:00,11.99,USD,succeeded,2025-03-22 00:05:03
pay893,s10,2025-03-22 12:05:00,-9.99,USD,refund,2025-03-22 12:05:03
pay894,s11,2025-03-23 00:05:00,15.99,USD,succeeded,2025-03-23 00:05:03
pay895,s2,2025-03-23 12:05:00,7.99,USD,succeeded,2025-03-23 12:05:03
pay896,s3,2025-03-24 00:05:00,9.99,USD,succeeded,2025-03-24 00:05:03
pay897,s4,2025-03-24 12:05:00,11.99,USD,succeeded,2025-03-24 12:05:03
pay898,s5,2025-03-25 00:05:00,-11.99,USD,refund,2025-03-25 00:05:03
pay899,s6,2025-03-25 12:05:00,15.99,USD,succeeded,2025-03-25 12:05:03
pay900,s7,2025-03-26 00:05:00,0.00,USD,failed,2025-03-26 00:05:03
pay901,s8,2025-03-26 12:05:00,9.99,USD,succeeded,2025-03-26 12:05:03
pay902,s9,2025-03-27 00:05:00,11.99,USD,succeeded,2025-03-27 00:05:03
pay903,s1,2025-03-27 12:05:00,13.99,USD,succeeded,2025-03-27 12:05:03
pay904,s10,2025-03-28 00:05:00,15.99,USD,succeeded,2025-03-28 00:05:03
pay905,s11,2025-03-28 12:05:00,-9.99,USD,refund,2025-03-28 12:05:03
pay906,s2,2025-03-29 00:05:00,9.99,USD,succeeded,2025-03-29 00:05:03
pay907,s3,2025-03-29 12:05:00,11.99,USD,succeeded,2025-03-29 12:05:03
pay908,s4,2025-03-30 00:05:00,13.99,USD,succeeded,2025-03-30 00:05:03
pay909,s5,2025-03-30 12:05:00,15.99,USD,succeeded,2025-03-30 12:05:03
pay910,s6,2025-03-31 00:05:00,-11.99,USD,refund,2025-03-31 00:05:03
pay911,s7,2025-03-31 12:05:00,9.99,USD,succeeded,2025-03-31 12:05:03
pay912,s8,2025-04-01 00:05:00,0.00,USD,failed,2025-04-01 00:05:03
pay913,s9,2025-04-01 12:05:00,13.99,USD,succeeded,2025-04-01 12:05:03
pay914,s1,2025-04-02 00:05:00,15.99,USD,succeeded,2025-04-02 00:05:03
pay915,s10,2025-04-02 12:05:00,7.99,USD,succeeded,2025-04-02 12:05:03
pay916,s11,2025-04-03 00:05:00,9.99,USD,succeeded,2025-04-03 00:05:03
pay917,s2,2025-04-03 12:05:00,-9.99,USD,refund,2025-04-03 12:05:03
pay918,s3,2025-04-04 00:05:00,13.99,USD,succeeded,2025-04-04 00:05:03
pay919,s4,2025-04-04 12:05:00,15.99,USD,succeeded,2025-04-04 12:05:03
pay920,s5,2025-04-05 00:05:00,7.99,USD,succeeded,2025-04-05 00:05:03
pay921,s6,2025-04-05 12:05:00,9.99,USD,succeeded,2025-04-05 12:05:03
pay922,s7,2025-04-06 00:05:00,-11.99,USD,refund,2025-04-06 00:05:03
pay923,s8,2025-04-06 12:05:00,13.99,USD,succeeded,2025-04-06 12:05:03
pay924,s9,2025-04-07 00:05:00,0.00,USD,failed,2025-04-07 00:05:03
pay925,s1,2025-04-07 12:05:00,7.99,USD,succeeded,2025-04-07 12:05:03
pay926,s10,2025-04-08 00:05:00,9.99,USD,succeeded,2025-04-08 00:05:03
pay927,s11,2025-04-08 12:05:00,11.99,USD,succeeded,2025-04-08 12:05:03
pay928,s2,2025-04-09 00:05:00,13.99,USD,succeeded,2025-04-09 00:05:03
pay929,s3,2025-04-09 12:05:00,-9.99,USD,refund,2025-04-09 12:05:03
pay930,s4,2025-04-10 00:05:00,7.99,USD,succeeded,2025-04-10 00:05:03
pay931,s5,2025-04-10 12:05:00,9.99,USD,succeeded,2025-04-10 12:05:03
pay932,s6,2025-04-11 00:05:00,11.99,USD,succeeded,2025-04-11 00:05:03
pay933,s7,2025-04-11 12:05:00,13.99,USD,succeeded,2025-04-11 12:05:03
pay934,s8,2025-04-12 00:05:00,-11.99,USD,refund,2025-04-12 00:05:03
pay935,s9,2025-04-12 12:05:00,7.99,USD,succeeded,2025-04-12 12:05:03
